,WaferNo,BatchNo,TestDate,ChipID,Model,PFcode,MfgStep,Ith,Vf,Pwr,PwrEOL,SlopeEff,RollingFactor,Vkink,IforVkink,DiffR,Iop2,Pop2,Vop2,ModeECLwave,WLRange,IthRange,SpecChange,LargeIthChange,Warning
755388,19212570,8366000,04/11/17,FY167,G3188-001-110,0:08,1,64.5,1.0659999999999998,34.3,47.3,0.267,7.87%,0.0,0.0,0.884,350.0,62.13,1.165,1553.1,17.200000000000045,1.2999999999999972,True,False,True
755710,19212570,8366000,04/10/17,HM139,G3188-001-110,0:08:05,1,67.6,1.068,31.4,42.9,0.253,11.25%,0.0,0.0,0.887,350.0,49.99,1.17,1553.9,16.09999999999991,1.8999999999999915,True,False,True
755711,19212570,8366000,04/18/17,HM139,G3188-001-110,0:05,1,65.7,1.105,35.2,48.4,0.27699999999999997,8.57%,0.0,0.0,1.0190000000000001,350.0,63.1,1.217,1570.0,16.09999999999991,1.8999999999999915,True,False,True
755095,19212570,8366001,02/05/17,FF573,G3188-001-110,0:8:5:4,1,75.0,1.099,26.4,36.6,0.231,11.27%,0.0,0.0,1.014,350.0,44.63,1.214,1553.0,3.7999999999999545,0.29999999999999716,True,False,True
755096,19212570,8366001,02/05/17,FF573,G3188-001-110,0:05:04,1,74.7,1.1,26.2,36.3,0.22899999999999998,11.27%,0.0,0.0,1.018,350.0,44.11,1.215,1556.8,3.7999999999999545,0.29999999999999716,True,False,True
755115,19212570,8366001,02/06/17,FF615,G3188-001-110,0:05,1,65.3,0.986,30.4,39.6,0.24,16.34%,0.0,0.0,0.5770000000000001,350.0,37.46,1.062,1557.4,2.900000000000091,1.5,True,False,True
755116,19212570,8366001,02/08/17,FF615,G3188-001-110,0:08,1,63.8,1.0979999999999999,31.0,40.6,0.242,15.05%,0.0,0.0,1.015,350.0,41.74,1.218,1554.5,2.900000000000091,1.5,True,False,True
755160,19212570,8366001,02/06/17,FJ576,G3188-001-110,0:05,1,67.8,1.071,34.2,47.8,0.275,7.68%,0.0,0.0,0.912,350.0,62.97,1.1740000000000002,1555.9,1.400000000000091,0.20000000000000284,True,False,True
755161,19212570,8366001,02/06/17,FJ576,G3188-001-110,0:08:05,1,68.0,1.071,34.3,47.9,0.276,7.80%,0.0,0.0,0.912,350.0,63.17,1.1740000000000002,1554.5,1.400000000000091,0.20000000000000284,True,False,True
755567,19212570,8366001,02/05/17,HH158,G3188-001-110,0:05:04,1,66.9,1.104,29.9,41.1,0.243,10.41%,0.0,0.0,1.0270000000000001,350.0,52.21,1.218,1557.9,4.100000000000136,1.7999999999999972,True,False,True
755568,19212570,8366001,02/05/17,HH158,G3188-001-110,0:8:5:4,1,68.7,1.104,30.0,41.5,0.24600000000000002,9.90%,0.0,0.0,1.03,350.0,52.46,1.218,1553.8,4.100000000000136,1.7999999999999972,True,False,True
755658,19212570,8366001,02/06/17,HL599,G3188-001-110,0:05,1,66.8,1.07,34.7,48.2,0.276,8.26%,0.0,0.0,0.9,350.0,62.74,1.17,1570.6,17.5,1.5,True,False,True
755659,19212570,8366001,02/06/17,HL599,G3188-001-110,0:05,1,65.3,1.07,34.7,47.9,0.272,8.48%,0.0,0.0,0.9009999999999999,350.0,62.25,1.17,1558.2,17.5,1.5,True,False,True
755660,19212570,8366001,02/08/17,HL599,G3188-001-110,0:08:05,1,66.6,1.089,32.4,44.1,0.257,9.93%,0.0,0.0,0.971,350.0,55.22,1.198,1553.1,17.5,1.5,True,False,True
755714,19212570,8366001,02/06/17,HN583,G3188-001-110,0:08:05,1,68.3,1.05,30.0,41.3,0.242,9.27%,0.0,0.0,0.823,350.0,52.34,1.1440000000000001,1553.2,1.8999999999998636,0.29999999999999716,True,False,True
755715,19212570,8366001,02/06/17,HN583,G3188-001-110,0:05,1,68.0,1.0490000000000002,30.1,41.5,0.243,9.15%,0.0,0.0,0.816,350.0,53.12,1.1420000000000001,1555.1,1.8999999999998636,0.29999999999999716,True,False,True
756368,19214570,8517001,02/01/17,ET599,G3188-001-110,0:08:05,1,69.1,1.037,32.9,45.7,0.267,8.52%,0.0,0.0,0.77,350.0,59.47,1.124,1554.9,1.2999999999999545,1.8999999999999915,True,False,True
756369,19214570,8517001,02/01/17,ET599,G3188-001-110,0:05,1,68.7,1.038,32.4,44.8,0.263,9.34%,0.0,0.0,0.77,350.0,57.24,1.126,1556.2,1.2999999999999545,1.8999999999999915,True,False,True
756370,19214570,8517001,02/03/17,ET599,G3188-001-110,0:05,1,67.2,1.051,31.7,43.8,0.254,8.81%,0.0,0.0,0.825,350.0,56.28,1.1440000000000001,1556.2,1.2999999999999545,1.8999999999999915,True,False,True
756390,19214570,8517001,02/01/17,EU162,G3188-001-110,0:05,1,67.3,1.058,30.4,41.7,0.243,9.46%,0.0,0.0,0.86,350.0,52.42,1.155,1557.0,3.3999999999998636,0.09999999999999432,True,False,True
756391,19214570,8517001,02/01/17,EU162,G3188-001-110,0:05,1,67.3,1.058,30.5,41.8,0.244,9.53%,0.0,0.0,0.858,350.0,52.52,1.155,1557.3,3.3999999999998636,0.09999999999999432,True,False,True
756392,19214570,8517001,02/03/17,EU162,G3188-001-110,0:08:05,1,67.2,1.056,31.4,43.3,0.251,8.60%,0.0,0.0,0.85,350.0,56.1,1.151,1553.9,3.3999999999998636,0.09999999999999432,True,False,True
756422,19214570,8517001,02/01/17,FC584,G3188-001-110,0:05:04,1,79.3,1.072,26.4,37.8,0.24100000000000002,8.73%,0.0,0.0,0.909,350.0,49.59,1.173,1555.7,1.6000000000001364,0.4000000000000057,True,False,True
756423,19214570,8517001,02/01/17,FC584,G3188-001-110,0:8:5:4,1,79.7,1.071,26.8,38.5,0.244,8.05%,0.0,0.0,0.903,350.0,51.0,1.171,1554.1,1.6000000000001364,0.4000000000000057,True,False,True
756424,19214570,8517001,02/01/17,FC596,G3188-001-110,0:08,1,64.1,1.046,33.3,45.5,0.259,9.42%,0.0,0.0,0.813,350.0,58.01,1.139,1555.0,0.20000000000004547,0.0,True,False,True
756425,19214570,8517001,02/01/17,FC596,G3188-001-110,0:08,1,64.1,1.046,33.4,45.5,0.26,9.48%,0.0,0.0,0.81,350.0,58.01,1.138,1554.8,0.20000000000004547,0.0,True,False,True
756473,19214570,8517001,02/01/17,FU167,G3188-001-110,0:05,1,67.3,1.048,31.4,43.0,0.251,9.40%,0.0,0.0,0.823,350.0,54.69,1.143,1560.3,6.7000000000000455,1.6000000000000085,True,False,True
756474,19214570,8517001,02/01/17,FU167,G3188-001-110,0:05,1,67.5,1.048,31.4,43.1,0.252,9.53%,0.0,0.0,0.818,350.0,54.88,1.1420000000000001,1559.2,6.7000000000000455,1.6000000000000085,True,False,True
756475,19214570,8517001,02/03/17,FU167,G3188-001-110,0:08:05,1,68.9,1.043,32.0,44.7,0.261,7.95%,0.0,0.0,0.8,350.0,58.78,1.133,1553.6,6.7000000000000455,1.6000000000000085,True,False,True
756476,19214570,8517001,02/01/17,FV580,G3188-001-110,0:08:05,1,70.4,1.048,30.5,42.1,0.253,9.67%,0.0,0.0,0.813,350.0,53.06,1.14,1554.8,2.2999999999999545,1.4000000000000057,True,False,True
756477,19214570,8517001,02/01/17,FV580,G3188-001-110,0:05,1,69.0,1.05,30.8,42.5,0.251,9.39%,0.0,0.0,0.826,350.0,53.92,1.1440000000000001,1557.1,2.2999999999999545,1.4000000000000057,True,False,True
756499,19214570,8517001,02/01/17,FX667,G3188-001-110,0:08:05,1,68.5,1.073,30.8,42.1,0.25,10.15%,0.0,0.0,0.9,350.0,51.73,1.171,1550.6,19.0,1.5999999999999943,True,False,True
756500,19214570,8517001,02/01/17,FX667,G3188-001-110,0:08:05,1,68.8,1.072,30.8,42.1,0.25,10.04%,0.0,0.0,0.895,350.0,51.71,1.171,1550.3,19.0,1.5999999999999943,True,False,True
756501,19214570,8517001,02/03/17,FX667,G3188-001-110,0:05,1,67.2,1.069,32.0,44.0,0.256,8.94%,0.0,0.0,0.888,350.0,56.02,1.166,1569.3,19.0,1.5999999999999943,True,False,True
825526,19214570,8517000,06/04/17,ES146,G3188-001-110,0:05,1,67.9,1.06,35.2,48.6,0.28300000000000003,9.25%,0.0,0.0,0.0,350.0,61.75,1.157,1554.5,2.2999999999999545,1.3000000000000114,True,False,True
825527,19214570,8517000,06/04/17,ES146,G3188-001-110,0:05,1,66.6,1.051,35.4,49.0,0.284,9.47%,0.0,0.0,0.0,350.0,62.73,1.1440000000000001,1556.8,2.2999999999999545,1.3000000000000114,True,False,True
825528,19214570,8517000,06/03/17,ET592,G3188-001-110,0:05,1,68.2,1.06,30.7,41.8,0.248,10.89%,0.0,0.0,0.0,350.0,48.66,1.16,1559.6,6.0,1.5,True,False,True
825529,19214570,8517000,06/03/17,ET592,G3188-001-110,0:05,1,68.8,1.0659999999999998,30.7,41.8,0.249,11.03%,0.0,0.0,0.0,350.0,49.09,1.168,1556.6,6.0,1.5,True,False,True
825530,19214570,8517000,06/03/17,ET592,G3188-001-110,0:05,1,69.7,1.0659999999999998,30.7,41.9,0.253,11.59%,0.0,0.0,0.0,350.0,49.63,1.167,1553.6,6.0,1.5,True,False,True
825699,19214570,8517000,07/10/17,EY161,G3188-001-110,0:05,1,75.1,1.034,30.1,42.0,0.263,10.41%,0.0,0.0,0.0,350.0,51.69,1.122,1553.4,2.199999999999818,1.0999999999999943,True,False,True
825700,19214570,8517000,07/10/17,EY161,G3188-001-110,0:05,1,74.0,1.033,30.3,42.0,0.26,10.52%,0.0,0.0,0.0,350.0,51.79,1.122,1555.6,2.199999999999818,1.0999999999999943,True,False,True
757427,19215570,8450001,01/23/17,EV658,G3188-001-110,0:09,1,62.4,1.0490000000000002,33.2,44.1,0.252,12.36%,1.12,359.6,0.815,350.0,50.79,1.111,1559.1,4.699999999999818,1.8999999999999986,True,False,True
757428,19215570,8450001,01/23/17,EV658,G3188-001-110,0:08,1,60.5,1.158,33.7,44.8,0.253,11.53%,0.0,0.0,1.245,350.0,52.79,1.266,1554.4,4.699999999999818,1.8999999999999986,True,False,True
759950,19216570,8339000,04/14/17,FY143,G3188-001-110,0:05,1,65.7,0.958,35.7,49.2,0.281,8.69%,0.0,0.0,0.47600000000000003,350.0,64.5,1.0190000000000001,1562.7,8.799999999999955,1.2999999999999972,True,False,True
759951,19216570,8339000,04/15/17,FY143,G3188-001-110,0:08:05,1,67.0,1.077,33.8,46.5,0.27,8.99%,0.0,0.0,0.937,350.0,60.18,1.1840000000000002,1553.9,8.799999999999955,1.2999999999999972,True,False,True
826300,19222570,9470000,06/16/17,EJ656,G3188-001-110,0:05,1,67.2,1.0590000000000002,32.4,45.3,0.258,7.45%,0.0,0.0,0.0,350.0,60.71,1.148,1559.4,5.0,0.29999999999999716,True,False,True
826301,19222570,9470000,06/16/17,EJ656,G3188-001-110,0:05,1,67.5,1.058,32.7,45.8,0.262,7.36%,0.0,0.0,0.0,350.0,61.53,1.146,1554.4,5.0,0.29999999999999716,True,False,True
826486,19222570,9470000,06/16/17,EU115,G3188-001-110,0:05,1,70.6,1.08,35.7,50.5,0.297,7.57%,0.0,0.0,0.0,350.0,66.7,1.175,1553.9,4.599999999999909,1.5999999999999943,True,False,True
826487,19222570,9470000,06/16/17,EU115,G3188-001-110,0:05,1,69.0,1.081,36.0,50.6,0.295,7.79%,0.0,0.0,0.0,350.0,67.04,1.177,1558.5,4.599999999999909,1.5999999999999943,True,False,True
826492,19222570,9470000,06/16/17,EU120,G3188-001-110,0:05,1,68.3,1.093,35.5,49.3,0.287,8.33%,0.0,0.0,0.0,350.0,63.9,1.193,1555.0,1.900000000000091,1.2000000000000028,True,False,True
826493,19222570,9470000,06/16/17,EU120,G3188-001-110,0:05,1,69.5,1.093,35.8,50.0,0.293,8.12%,0.0,0.0,0.0,350.0,65.61,1.193,1553.1,1.900000000000091,1.2000000000000028,True,False,True
768305,192239570,8612000,05/21/17,"FX668
",G3188-001-110,0:05:04,1,80.2,1.075,27.9,39.2,0.254,9.65%,0.0,0.0,0.902,350.0,47.44,1.136,1571.1,26.299999999999955,0.10000000000000853,True,False,True
768306,192239570,8612000,05/21/17,"FX668
",G3188-001-110,0:8:5:4,1,80.1,1.075,28.0,39.4,0.254,9.40%,0.0,0.0,0.897,350.0,48.45,1.147,1544.8,26.299999999999955,0.10000000000000853,True,False,True
771316,19227570,8708000,06/01/17,FJ593,G3188-001-110,0:09,1,60.4,1.037,40.4,55.2,0.304,8.35%,1.1,349.5,0.0,350.0,71.83,1.121,1553.7,3.0,1.6999999999999957,True,False,True
771317,19227570,8708000,06/01/17,FJ593,G3188-001-110,0:09,1,58.7,1.036,40.8,55.6,0.303,8.17%,1.1,348.1,0.0,350.0,72.64,1.119,1556.7,3.0,1.6999999999999957,True,False,True
771391,19227570,8708000,05/31/17,FV575,G3188-001-110,0:05,1,67.2,1.016,36.5,50.4,0.29100000000000004,8.37%,0.0,0.0,0.6859999999999999,350.0,65.76,1.094,1552.7,2.7999999999999545,1.9000000000000057,True,False,True
771392,19227570,8708000,05/31/17,FV575,G3188-001-110,0:05,1,65.3,1.02,36.7,50.5,0.289,8.81%,0.0,0.0,0.703,350.0,65.88,1.097,1555.5,2.7999999999999545,1.9000000000000057,True,False,True
771600,19227570,8708000,06/01/17,HC647,G3188-001-110,0:05,1,68.8,1.037,32.0,44.6,0.26,8.54%,0.0,0.0,0.754,350.0,58.58,1.12,1560.0,5.599999999999909,1.4000000000000057,True,False,True
771601,19227570,8708000,06/01/17,HC647,G3188-001-110,0:05,1,68.8,1.036,31.9,44.2,0.259,9.12%,0.0,0.0,0.747,350.0,57.67,1.119,1560.0,5.599999999999909,1.4000000000000057,True,False,True
771602,19227570,8708000,06/01/17,HC647,G3188-001-110,0:05,1,70.2,1.037,32.2,45.0,0.266,8.30%,0.0,0.0,0.7509999999999999,350.0,59.16,1.119,1554.4,5.599999999999909,1.4000000000000057,True,False,True
771603,19227570,8708000,06/01/17,HC647,G3188-001-110,0:05,1,70.0,1.035,32.6,45.5,0.268,8.00%,0.0,0.0,0.747,350.0,59.72,1.117,1555.6,5.599999999999909,1.4000000000000057,True,False,True
771659,19227570,8708000,05/31/17,HF585,G3188-001-110,0:08:05,1,65.7,1.053,33.1,44.7,0.261,11.18%,1.247,466.4,0.841,350.0,53.0,1.146,1541.1,19.100000000000136,0.10000000000000853,True,False,True
771660,19227570,8708000,05/31/17,HF585,G3188-001-110,0:05,1,65.6,1.053,33.4,45.2,0.263,11.14%,1.246,464.8,0.8390000000000001,350.0,53.6,1.146,1560.2,19.100000000000136,0.10000000000000853,True,False,True
827475,19227570,8708000,06/03/17,ES100,G3188-001-110,0:09,1,58.5,0.996,40.5,55.3,0.3,8.23%,1.1,363.2,0.0,350.0,72.6,1.065,1556.0,1.400000000000091,1.1000000000000014,True,False,True
827476,19227570,8708000,06/03/17,ES100,G3188-001-110,0:09,1,59.6,0.9990000000000001,40.4,55.2,0.301,8.01%,1.1,363.2,0.0,350.0,72.72,1.068,1554.6,1.400000000000091,1.1000000000000014,True,False,True
827518,19227570,8708000,06/03/17,EY154,G3188-001-110,0:09,1,56.8,1.0270000000000001,40.8,55.1,0.298,9.36%,1.1,355.6,0.0,350.0,70.61,1.107,1555.9,2.0,1.0,True,False,True
827519,19227570,8708000,06/03/17,EY154,G3188-001-110,0:09,1,57.8,1.028,41.0,55.5,0.303,9.01%,1.1,356.6,0.0,350.0,71.34,1.107,1553.9,2.0,1.0,True,False,True
827573,19227570,8708000,06/03/17,FW094,G3188-001-110,0:09:05,1,65.7,1.03,37.1,51.0,0.293,8.98%,1.1,343.2,0.0,350.0,65.73,1.113,1552.8,3.2000000000000455,1.5,True,False,True
827574,19227570,8708000,06/03/17,FW094,G3188-001-110,0:09,1,64.2,1.0290000000000001,37.5,51.5,0.293,8.95%,1.1,360.5,0.0,350.0,66.55,1.111,1556.0,3.2000000000000455,1.5,True,False,True
827611,19227570,8708000,07/07/17,HF625,G3188-001-110,0:05,1,67.5,1.0390000000000001,31.8,43.4,0.256,10.97%,0.0,0.0,0.0,350.0,54.04,1.125,1555.7,4.400000000000091,1.5999999999999943,True,False,True
827612,19227570,8708000,07/07/17,HF625,G3188-001-110,0:05,1,69.1,1.037,32.1,44.5,0.262,9.46%,0.0,0.0,0.0,350.0,56.97,1.121,1551.3,4.400000000000091,1.5999999999999943,True,False,True
827622,19227570,8708000,06/03/17,HJ647,G3188-001-110,0:09,1,57.5,1.03,40.5,54.9,0.297,8.73%,1.1,353.6,0.0,350.0,71.4,1.112,1559.0,5.0,1.8999999999999986,True,False,True
827623,19227570,8708000,06/03/17,HJ647,G3188-001-110,0:09,1,59.4,1.031,40.5,55.2,0.303,8.60%,1.1,353.0,0.0,350.0,71.94,1.113,1554.0,5.0,1.8999999999999986,True,False,True
771841,19228570,8543000,04/14/17,EN606,G3188-001-110,0:08,1,52.5,1.079,42.4,57.3,0.3,8.34%,0.0,0.0,0.934,350.0,74.94,1.168,1554.5,5.599999999999909,1.2999999999999972,True,False,True
771842,19228570,8543000,04/22/17,EN606,G3188-001-110,0:09,1,53.8,0.945,42.0,56.2,0.297,9.62%,1.0,401.3,0.418,350.0,71.55,0.981,1560.1,5.599999999999909,1.2999999999999972,True,False,True
771843,19228570,8543000,04/14/17,EN608,G3188-001-110,0:09,1,56.7,0.9470000000000001,40.6,54.7,0.293,8.84%,1.004,408.0,0.419,350.0,70.78,0.983,1557.9,6.300000000000182,0.4000000000000057,True,False,True
771844,19228570,8543000,04/17/17,EN608,G3188-001-110,0:08,1,56.3,1.081,39.6,53.5,0.289,9.38%,0.0,0.0,0.9329999999999999,350.0,68.8,1.17,1551.6,6.300000000000182,0.4000000000000057,True,False,True
771924,19228570,8543000,04/14/17,ES110,G3188-001-110,0:8:5:4,1,74.8,1.04,28.9,41.1,0.25,7.85%,0.0,0.0,0.767,350.0,53.86,1.115,1550.5,4.7999999999999545,0.10000000000000853,True,False,True
771925,19228570,8543000,04/22/17,ES110,G3188-001-110,0:09:05,1,74.9,0.937,31.8,44.8,0.275,8.79%,0.998,443.1,0.365,350.0,58.09,0.972,1555.3,4.7999999999999545,0.10000000000000853,True,False,True
771936,19228570,8543000,04/14/17,ES136,G3188-001-110,0:08,1,61.0,1.054,34.2,46.7,0.259,9.06%,1.209,480.9,0.8290000000000001,350.0,60.14,1.133,1554.4,1.2999999999999545,0.6000000000000014,True,False,True
771937,19228570,8543000,04/22/17,ES136,G3188-001-110,0:09,1,61.6,0.965,37.5,50.5,0.28300000000000003,9.99%,1.036,421.4,0.483,350.0,63.4,1.008,1555.7,1.2999999999999545,0.6000000000000014,True,False,True
772130,19228570,8543000,04/14/17,EY084,G3188-001-110,0:05:04,1,72.3,1.06,29.3,40.9,0.247,9.32%,1.2,454.5,0.852,350.0,51.65,1.14,1557.8,5.099999999999909,1.7999999999999972,True,False,True
772131,19228570,8543000,04/22/17,EY084,G3188-001-110,0:09:05,1,74.1,0.96,33.1,46.4,0.284,8.93%,1.023,413.0,0.45799999999999996,350.0,60.2,1.0,1552.7,5.099999999999909,1.7999999999999972,True,False,True
771997,19228570,8543001,01/22/17,EV590,G3188-001-110,0:04,1,62.8,1.047,29.8,39.1,0.22899999999999998,15.38%,0.0,0.0,0.805,350.0,40.09,1.121,1556.8,4.099999999999909,0.3999999999999986,True,False,True
771998,19228570,8543001,02/03/17,EV590,G3188-001-110,0:08,1,62.4,1.053,32.1,42.5,0.245,12.74%,0.0,0.0,0.8270000000000001,350.0,48.17,1.13,1552.7,4.099999999999909,0.3999999999999986,True,False,True
772710,19229570,8689000,05/19/17,EN586,G3188-001-110,0:05,1,67.1,1.015,35.2,49.1,0.28300000000000003,8.26%,0.0,0.0,0.672,350.0,64.75,1.091,1554.9,0.5,0.0,True,False,True
772711,19229570,8689000,05/19/17,EN586,G3188-001-110,0:05,1,67.1,1.015,35.3,49.3,0.28300000000000003,7.92%,0.0,0.0,0.672,350.0,64.9,1.09,1555.4,0.5,0.0,True,False,True
772771,19229570,8689000,05/19/17,ET587,G3188-001-110,0:05,1,71.3,1.037,33.2,46.6,0.27699999999999997,8.19%,0.0,0.0,0.748,350.0,61.09,1.12,1570.2,21.5,0.3999999999999915,True,False,True
772772,19229570,8689000,05/19/17,ET587,G3188-001-110,0:08:05,1,70.9,1.035,33.3,46.6,0.27699999999999997,8.28%,0.0,0.0,0.7440000000000001,350.0,61.11,1.117,1548.7,21.5,0.3999999999999915,True,False,True
773641,19229570,8689000,05/19/17,HK135,G3188-001-110,0:05,1,74.4,1.038,33.0,46.5,0.284,8.51%,0.0,0.0,0.775,350.0,60.74,1.125,1554.6,2.0,1.6000000000000085,True,False,True
773642,19229570,8689000,05/19/17,HK135,G3188-001-110,0:05,1,72.8,1.038,33.0,46.5,0.281,8.79%,0.0,0.0,0.7829999999999999,350.0,60.34,1.126,1556.6,2.0,1.6000000000000085,True,False,True
827673,19229570,8689000,07/06/17,EW072,G3188-001-110,0:05:04,1,84.7,1.014,23.0,33.5,0.221,8.25%,0.0,0.0,0.0,350.0,43.78,1.087,1553.5,5.599999999999909,1.6000000000000085,True,False,True
827674,19229570,8689000,07/06/17,EW072,G3188-001-110,0:05:04,1,83.1,1.0190000000000001,22.8,33.0,0.217,8.66%,0.0,0.0,0.0,350.0,42.98,1.095,1559.1,5.599999999999909,1.6000000000000085,True,False,True
827781,19229570,8689000,07/07/17,HS150,G3188-001-110,0:05,1,67.5,1.021,35.8,50.0,0.28800000000000003,8.16%,0.0,0.0,0.0,350.0,66.04,1.1,1551.5,5.0,1.2999999999999972,True,False,True
827782,19229570,8689000,07/07/17,HS150,G3188-001-110,0:05,1,66.2,1.021,35.7,49.7,0.285,8.58%,0.0,0.0,0.0,350.0,65.76,1.099,1556.5,5.0,1.2999999999999972,True,False,True
828086,19230570,8698000,08/08/17,FW087,G3188-001-110,0:05,1,69.3,1.0,36.9,52.2,0.303,6.97%,0.0,0.0,0.0,350.0,71.21,1.073,1554.1,4.0,1.2000000000000028,True,False,True
828087,19230570,8698000,08/08/17,FW087,G3188-001-110,0:05,1,68.1,1.0,37.2,52.7,0.302,6.81%,0.0,0.0,0.0,350.0,72.19,1.073,1558.1,4.0,1.2000000000000028,True,False,True
828548,19235570,8820000,06/09/17,ES142,G3188-001-110,0:09,1,56.4,1.057,33.9,45.1,0.243,10.76%,1.1,359.6,0.0,350.0,55.55,1.123,1554.3,3.400000000000091,1.6999999999999957,True,False,True
828549,19235570,8820000,06/09/17,ES142,G3188-001-110,0:09,1,54.7,1.056,34.1,45.2,0.24100000000000002,10.86%,1.1,358.7,0.0,350.0,55.75,1.122,1557.7,3.400000000000091,1.6999999999999957,True,False,True
828565,19235570,8820000,08/09/17,ET588,G3188-001-110,0:05,1,84.1,1.061,31.7,46.1,0.299,6.94%,0.0,0.0,0.0,350.0,63.17,1.145,1555.4,1.0,0.30000000000001137,True,False,True
828566,19235570,8820000,08/09/17,ET588,G3188-001-110,0:05,1,84.4,1.061,31.7,46.3,0.3,6.87%,0.0,0.0,0.0,350.0,63.51,1.145,1554.4,1.0,0.30000000000001137,True,False,True
829617,19235570,8820000,06/08/17,HF584,G3188-001-110,0:09,1,59.9,1.071,39.8,53.9,0.29600000000000004,9.35%,1.2,407.5,0.0,350.0,68.27,1.149,1557.6,4.5,1.3000000000000043,True,False,True
829618,19235570,8820000,06/08/17,HF584,G3188-001-110,0:09,1,61.2,1.071,39.7,53.9,0.3,9.62%,1.2,364.8,0.0,350.0,68.23,1.147,1553.1,4.5,1.3000000000000043,True,False,True
778460,19237570,8711000,05/29/17,EN578,G3188-001-110,0:05:04,1,81.3,1.114,22.2,30.9,0.207,12.21%,1.3519999999999999,467.7,1.136,350.0,35.47,1.229,1555.2,2.6000000000001364,0.09999999999999432,True,False,True
778461,19237570,8711000,05/29/17,EN578,G3188-001-110,0:05:04,1,81.2,1.084,22.3,31.3,0.20800000000000002,11.64%,0.0,0.0,0.9740000000000001,350.0,36.63,1.185,1552.6,2.6000000000001364,0.09999999999999432,True,False,True
779650,19238570,8672000,01/22/17,FJ622,G3188-001-110,0:8:5:4,1,79.1,1.0190000000000001,23.3,32.8,0.21,9.06%,0.0,0.0,0.705,350.0,41.95,1.097,1553.2,9.5,0.4000000000000057,True,False,True
779651,19238570,8672000,02/01/17,FJ622,G3188-001-110,0:05:04,1,79.5,0.9059999999999999,22.9,32.5,0.20800000000000002,9.20%,0.0,0.0,0.26,350.0,41.6,0.938,1562.7,9.5,0.4000000000000057,True,False,True
780067,19239570,8612000,05/21/17,"EY169
",G3188-001-110,0:05,1,65.4,1.0590000000000002,36.3,49.2,0.28600000000000003,10.79%,0.0,0.0,0.892,350.0,60.22,1.146,1556.4,2.1000000000001364,1.0,True,False,True
780068,19239570,8612000,05/21/17,"EY169
",G3188-001-110,0:05,1,66.4,1.0590000000000002,36.1,49.2,0.28800000000000003,10.53%,0.0,0.0,0.8809999999999999,350.0,60.18,1.145,1554.3,2.1000000000001364,1.0,True,False,True
780243,19239570,8612000,05/19/17,FJ579,G3188-001-110,0:05,1,76.1,1.063,30.5,42.8,0.266,9.77%,0.0,0.0,0.89,350.0,53.69,1.145,1553.1,2.0,1.8999999999999915,True,False,True
780244,19239570,8612000,05/19/17,FJ579,G3188-001-110,0:05,1,74.2,1.065,30.5,42.4,0.263,10.37%,0.0,0.0,0.904,350.0,52.25,1.15,1555.1,2.0,1.8999999999999915,True,False,True
780459,19239570,8612000,05/21/17,FX670,G3188-001-110,0:09:5:4,1,76.3,1.0759999999999998,28.5,39.6,0.248,10.20%,1.207,438.1,0.9109999999999999,350.0,48.09,1.158,1552.6,17.90000000000009,1.3999999999999915,True,False,True
780460,19239570,8612000,05/28/17,FX670,G3188-001-110,0:05:04,1,74.9,1.072,28.9,40.8,0.249,8.47%,1.22,462.0,0.8759999999999999,350.0,53.21,1.1520000000000001,1570.0,17.90000000000009,1.3999999999999915,True,False,True
780461,19239570,8612000,05/28/17,FX670,G3188-001-110,0:05:04,1,75.5,1.072,28.9,40.9,0.251,8.26%,1.224,468.7,0.883,350.0,53.45,1.153,1570.5,17.90000000000009,1.3999999999999915,True,False,True
780530,19239570,8612000,05/24/17,FY161,G3188-001-110,0:05:04,1,70.7,1.065,29.3,40.9,0.243,8.79%,1.2109999999999999,458.7,0.863,350.0,52.87,1.145,1554.8,14.700000000000045,1.2000000000000028,True,False,True
780531,19239570,8612000,05/24/17,FY161,G3188-001-110,0:05,1,71.9,1.065,30.0,42.1,0.251,8.06%,1.216,468.8,0.853,350.0,55.83,1.1440000000000001,1569.5,14.700000000000045,1.2000000000000028,True,False,True
780543,19239570,8612000,05/20/17,"HC591
",G3188-001-110,0:05,1,65.2,1.026,36.2,49.5,0.284,9.10%,0.0,0.0,0.7440000000000001,350.0,63.66,1.0979999999999999,1557.8,3.7999999999999545,1.8999999999999915,True,False,True
780544,19239570,8612000,05/20/17,"HC591
",G3188-001-110,0:05,1,67.1,1.026,36.0,49.4,0.287,9.16%,0.0,0.0,0.746,350.0,63.47,1.097,1554.0,3.7999999999999545,1.8999999999999915,True,False,True
780721,19239570,8612000,05/20/17,HJ584,G3188-001-110,0:08:05,1,75.3,1.054,32.7,45.8,0.284,9.84%,0.0,0.0,0.8240000000000001,350.0,57.15,1.129,1547.4,14.699999999999818,0.5,True,False,True
780722,19239570,8612000,05/20/17,HJ584,G3188-001-110,0:05,1,74.8,1.056,32.7,45.7,0.284,9.99%,0.0,0.0,0.84,350.0,57.08,1.133,1562.1,14.699999999999818,0.5,True,False,True
780730,19239570,8612000,05/21/17,HJ589,G3188-001-110,0:05,1,72.3,1.077,33.8,47.2,0.285,9.00%,1.226,461.1,0.91,350.0,60.27,1.161,1562.0,10.099999999999909,0.20000000000000284,True,False,True
